label,kind,path,sha256,bytes,rows
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-a,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-a/records.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v20/run-a/injectors.jsonl,fe346e1e5e4430a4edc29760f4f74b8712cd2f37ea6d09d978f6cf05da001305,34892,37
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-b/records.jsonl,72b0931266865b687025f196fface42604fbfd9528c65e88fc949289a6fe737b,1445798,117
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v22/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-a/injectors.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v22/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v22/run-b/records.jsonl,c409048db40d027dab3e68ba22975d6b602024f3cff66ea8b7e86c4b45136639,2231002,82
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v23/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-b/injectors.jsonl,d0f08c4d5c13a372e1d2465d9b9fa7c79443e83fecd643c05144e5b29553e702,19660,22
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v23/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v23/run-b/records.jsonl,7c0a41c866dea4585ddec5f6d46140b82603ed16707386295f8763b405f189ef,5722818,145
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v24/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v21/run-context-variants/injectors.jsonl,44bcd60d66c2f17600b8d60453dd77682d54d60c55a9944f067d1f790f106a2b,54473,44
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v24/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v24/run-b/records.jsonl,389d190a923ab492d5682a85b13b4a3cb5c22d26e07dfae017de4e6c8aa5efca,19145091,149
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v25/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v22/run-b/injectors.jsonl,359d8f55dd9ebaacf213fb8727635f8a8e524712fc5dcd11d50f73297507d08c,15745,16
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v25/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v25/run-b/records.jsonl,ebaecbe66ed74cd91a0f27e95eba17b2f17ead392d50a2370ecc9f4752a273b4,968657,51
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v26/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v22/run-context-variants/injectors.jsonl,3779a940809ded1587e25107f9bdaa6f500e88ef15f973ce633c1b5da7c17396,40985,32
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v26/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v26/run-b/records.jsonl,10f890193f0df321e8bfbf46d617c45132e262f04706f2ac836ce3fe609eef94,1989118,58
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v27/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v23/run-b/injectors.jsonl,933196b609702f1c2db6725829aebb1b16932a76025064c314a3ed1ce29e5565,49553,54
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v27/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v27/run-b/records.jsonl,32c8e89cad5a4593eb6363359dd748e18deeeeef8d099e822e019e59efac2515,4864110,155
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v28/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v23/run-context-variants/injectors.jsonl,1a9d88a637872140ddae90911372a7b0ab08173c9ea5f3c64acf49284049bdf7,178084,106
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v28/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v28/run-b/records.jsonl,4bde09ca70cbdd9e80cb197864fbd4625120e8e003d0ba55944a7b3d6507ceaa,5248766,147
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v29/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v24/run-b/injectors.jsonl,a842e2b7f92306d6d876c4e38dccb7d8009e24592c498371498bc516c1d91cb6,25097,25
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v29/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v29/run-b/records.jsonl,c0a9ea9007e51850a7f2704b86e7d2dcb5c11be6f2d79dac1c8be043615592af,4219366,98
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v3/run-a,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v24/run-context-variants/injectors.jsonl,5262f9e39cdc1366373c925265d00c05e24274eba4a5cba4862fd0a831352835,234752,125
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v3/run-a,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v3/run-a/records.jsonl,8b98470c1ae0499d7bb235c75bf4255837ffd01a3117c4d1d20a400abf647481,18156,4
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v30/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v25/run-b/injectors.jsonl,b857e8b39ea93b3c5c28d6d8fa665b4dd9f273bee5de310fa078268c9201749c,44583,42
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v30/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v30/run-b/records.jsonl,410d49a0f505bb836d7021c81ba4df0d177ade1f56be01a02cbc595e8eed7025,11221081,125
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v31/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v26/run-b/injectors.jsonl,b1d92cb65244a1dd6ddc0ea760f5b699ad9e1b574900976893efa89a05c989a3,57264,32
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v31/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v31/run-b/records.jsonl,e8396f00e602606ea56fd843f5c841685ce2a031420692ab9f878cec0653a657,3494088,136
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v32/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v27/run-b/injectors.jsonl,332a43676126d57850d5ef2cd682c713dcb045d8991897d78200f99577956816,209510,152
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v32/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v32/run-b/records.jsonl,5637fec8a8ddb97ea25730d2c3a9b3c1d74361f96e60d1defea5c862de26c623,5514844,156
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v33/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v28/run-b/injectors.jsonl,231ca2cf416523a29021d9bcbf693d624d25f4d6d70dafbbfcd0227d476a69d2,221516,168
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v33/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v33/run-b/records.jsonl,b75abfa6f2826db941a39b324be69584fcf62f45e9fd379ac85f262f3c2d3488,1064523,85
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v34/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v29/run-b/injectors.jsonl,d1f770831a03bc89b40b32a028be4d371334a588d97bca5ca475881bbc0ade94,89479,75
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v34/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v34/run-b/records.jsonl,69b6aefc6f4ef436c546a226d2a496e2898db92cca03109b0c14dac0139011d1,3705578,54
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v35/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v3/run-a/injectors.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v35/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v35/run-b/records.jsonl,143b78c5ad5009da0980e60532d23e5d8093381622805537859c322506091444,6479020,135
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v36/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v30/run-b/injectors.jsonl,3d9eb940a03c29c303b7d3b85a17a460553d1273d87252ccd26ba9edcce5e263,176080,84
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v36/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v36/run-b/records.jsonl,6b761b338f67ba97d8abb86a74cfe851a00b46a699c5e3e2d55d30b3d905019c,9882506,159
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v37/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v31/run-b/injectors.jsonl,8ae94582e21be18bf116623285830019cac8cf5ceb2e11d5c2a155e24c0cb51a,162755,113
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v37/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v37/run-b/records.jsonl,a1b855a623f7815e5aa18edb471dd2d75a8fc6ed5deb59524983de828a1f9174,7330551,57
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v38/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v32/run-b/injectors.jsonl,95d26b9c1ceaaed5963b3eaa51d0191721982cabf48a62206c248bc32c6804c6,339935,260
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v38/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v38/run-b/records.jsonl,489326374fb88bd440909ff0f4dd5dde776202ab5b05658ce0203c97377c3048,972373,51
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v39/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v33/run-b/injectors.jsonl,e28876115ab99f2ff961cf411203f8649c1630655d536ced4710aebcb3a9f61f,40239,35
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v39/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v39/run-b/records.jsonl,f5dfee4ffc22df416d72fc3f6a019cba2c1c904cb23c33d9f52a2058d6262d6a,6086485,188
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v4/run-a,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v34/run-b/injectors.jsonl,51c471322e0115bb4d65a2944ffb50828581577fff1fe5ff14c3203c82e4504b,74842,35
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v4/run-a,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v4/run-a/records.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v40/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v35/run-b/injectors.jsonl,160de4e56426e01708e2cc7be73eaa85a817a153e032072b210a31047cbeeebe,233759,168
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v40/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v40/run-b/records.jsonl,cfac35edc912bb35f94063b496165e293728295f9602e923ad7ed254213d1111,1920627,159
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v41/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v36/run-b/injectors.jsonl,c11c2254513fb634d504454c2023bf47f09906dee4c055f16b733b22ac739208,361977,268
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v41/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v41/run-b/records.jsonl,fc31c8c10076743dfa92216d511ef19c89db17fcd7938d24059539dbe5094963,4056503,115
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v42/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v37/run-b/injectors.jsonl,8a5e555b145d463e7945dfdf1dd29ce3760238ea21bb879c524cfa828dac35fa,44912,28
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v42/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v42/run-b/records.jsonl,198138a9f41e0488ed088a9a8ddc426d4797e280abc77d26304f2fe7d42fd7a5,1086331,58
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v43/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v38/run-b/injectors.jsonl,f4c33e08da701c1e97f46793300074d52f55113a9e8d2351eceb1d0ed9474a24,63117,56
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v43/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v43/run-b/records.jsonl,9b2ecaa1a4528edcedafac630b542663ca8b9c7b52e0a448f4ab602d5c21aed8,7686346,153
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v44/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v39/run-b/injectors.jsonl,83839efdb30ddbd205bea4d54929ecd9463ca9dc4d291ad8c22a901d2a6603e1,270713,208
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v44/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v44/run-b/records.jsonl,171a4250af7548afa4e0d2eec541d3586a3d154b7617df013278948d22400136,8953501,180
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v45/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v4/run-a/injectors.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v45/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v45/run-b/records.jsonl,55fc54537b9d173bc4e1c76069fb28bbc34a90b16aee4b794c200163b62bfea6,5204624,115
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v46/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v40/run-b/injectors.jsonl,441441f29ca2c36c2de6ece7e407cb3940d11274d91dff848cdc1ca774661e9f,288262,227
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v46/run-b,records,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v46/run-b/records.jsonl,2bd2a9c7787a6a237ce5b2cda12567cba1fc0ab5923826f40e4e013a96692861,946397,49
compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v47/run-b,injectors,data/gen/experiments/compiler-evidence-injector-v0/scale-witness-v1/code-witness-bootstrap-v41/run-b/injectors.jsonl,8cd4415ba92b424f412ac3598e83dfb3c00bb4669f50cfcb4085d61e027ab85e,45600,50
